node,eigenvector
102563876,2.342817526194821e-19
102563878,3.6994206365654364e-19
102563879,4.0676049224022955e-19
102563883,-2.823293459392128e-19
102563885,4.159107116517821e-19
102563886,2.9157655080452154e-19
102563899,-2.0226550261394318e-19
102563900,-2.158572289652755e-19
102563902,3.1757676682471165e-19
102563904,4.496932042832599e-19
102563920,-2.729833551818969e-19
102563922,3.039580469567681e-20
102563926,-1.6156965336781223e-19
102563928,1.4518339703578484e-19
102563940,4.829578881773347e-18
102563941,1.236742069830217e-18
102563946,-1.5534231124502202e-19
102563948,1.6224912425286185e-19
102564097,6.221527308070783e-19
102564098,6.4914977329420025e-19
102564113,4.173075102008182e-19
102564115,-2.3878800730655543e-19
102564118,3.8588688135267973e-16
102564121,3.834640342166009e-15
102564125,2.4122946514767123e-19
102564126,5.183687355713824e-19
102564129,-3.909767427885152e-19
102564130,4.930351034656291e-20
102564131,-4.743288091392608e-19
102564132,1.0656902540951306e-19
102564138,8.34209054618321e-20
102564143,6.802646555810048e-20
102564163,-3.12845148250854e-19
102564172,1.5873854966687261e-19
102564173,-3.943429807005758e-19
102564174,3.911050969213647e-19
102564176,-4.866162420241241e-19
102564178,-4.995659573560531e-19
102564182,-9.134684504583358e-19
102564184,-4.1420093269863426e-19
102564193,2.9941323815324424e-19
102564259,8.304117878193338e-18
102564275,-5.725878879204358e-20
102564284,-2.508707537868403e-19
102564288,5.611828741194465e-19
102564291,2.6041982407763272e-20
102564293,-3.4845628237800453e-19
102564339,-7.89323832255887e-20
102564341,-2.913169347259393e-20
102564346,5.195141264800867e-19
102564386,1.4892131563428317e-18
102564405,-8.602238593806643e-20
102564409,3.003980136139147e-19
102564411,2.6821141365013955e-19
102564422,4.403049180370833e-19
102564545,6.490908777065571e-19
102564575,1.1451353556032939e-14
102564578,1.1612711852753911e-13
102564620,3.156126770153544e-17
102564639,-1.8309214161400168e-20
102564643,1.0865361342153102e-18
102564649,-1.5999235067340311e-19
102564654,-3.6114222330607097e-19
102564656,-2.4216460112048926e-19
102564659,4.184260666312449e-19
102564661,3.3620603716475367e-19
102564665,-6.312615199405865e-19
102564667,3.7164281218542194e-20
102564669,3.022740667679475e-19
102564671,3.094031920401236e-20
102564672,1.0919745307620994e-18
102564674,2.433824154599121e-18
102564692,-3.2043037876633044e-19
102564709,-8.66989024796696e-19
102564730,9.31184701782385e-18
102564760,1.5721462207410065e-17
102564809,1.0551467822993042e-19
102564810,-3.752013571925867e-19
102564815,-4.3140876211852296e-19
102564817,4.795886790000196e-19
102564821,5.370384143064372e-19
102564823,5.889307966455383e-19
102564922,5.850981668524141e-20
102564939,6.690219991885655e-21
102564948,-2.399352878133848e-19
102564950,3.6536150308771547e-19
102565128,1.0650256238686636e-19
102565130,-3.99923192628611e-19
102565132,-1.9464892684096176e-19
102565138,-3.0177397705902054e-19
102565144,1.5998329916934203e-19
102565146,-2.2601742647883643e-19
102565150,2.5966879896781653e-16
102565154,2.7233964848887717e-17
102565160,3.378895790922054e-18
102565162,1.8992680858227967e-19
102565164,-2.7736903710005165e-19
102565166,-1.3613267775297202e-19
102565168,-1.7698851434111491e-19
102565169,8.516841407595181e-20
102565173,-2.836545770755189e-19
102565185,3.607412811827603e-19
102565187,-1.0455080494307309e-19
102565188,5.779965920403967e-20
102565238,7.912952459605524e-20
102565240,5.011500381419428e-19
102565243,-5.191968513045214e-19
102565245,-2.016423449774774e-19
102565247,-2.622825893145989e-19
102565249,-3.4355710722709244e-19
102565251,3.8129189942386174e-19
102565253,6.205195780239984e-20
102565255,-2.0312754733800007e-19
102565314,8.884128389460956e-18
102565316,2.5569313760178853e-18
102565320,3.532999662624243e-18
102565329,-2.4368551636236093e-19
102565341,-3.001389646259473e-20
102565342,-2.0730801985547384e-20
102565352,1.608665087459751e-19
102565353,1.6266194825899771e-19
102565355,-2.266010115672681e-19
102565362,-5.868565745731877e-19
102565364,2.995205075155238e-19
102565365,-1.444461733364889e-19
102565367,-3.2667981394409636e-19
102565370,2.6178497946673356e-19
102565372,-5.288125528395255e-19
102565374,-3.563721186087959e-19
102565377,5.615447513235939e-19
102565378,4.385445697120439e-19
102565384,3.4370073983279383e-19
102565386,-4.690563857315369e-19
102565393,1.61605638814083e-19
102565406,-3.425187371200149e-22
102565425,1.378236432863525e-20
102565427,8.316422954330543e-20
102565433,1.7667416432187084e-19
102565436,-2.4893178756615757e-19
102565476,4.1050197147970415e-19
102565478,1.00080998808263e-19
102565480,3.2415174352416874e-19
102565482,2.5851541438065805e-20
102565490,-2.4345687911165865e-19
102565491,-4.40670641755043e-19
102565493,-1.3311116567747444e-19
102565495,9.400716811139973e-20
102565497,-5.131413736252908e-19
102565500,-2.4134053783115335e-19
102565502,-1.4313319397894338e-18
102565506,-5.889776027600328e-19
102565556,4.751698269055154e-19
102565558,-3.8907435429574615e-19
102565560,-6.749588224777052e-20
102565562,-8.116496156143469e-20
102565564,1.5817736337663116e-19
102565566,2.97525412730755e-19
102565568,1.8184607009345616e-17
102565581,-3.1294133539317477e-19
102565583,-1.0019116909898928e-19
102565585,1.841363219967822e-18
102565587,1.8133785763153498e-19
102565601,8.909285223410367e-19
102565603,2.3634372509001294e-20
102565612,9.00882300009684e-19
102565623,-9.98860628366299e-21
102565624,6.858464479875544e-19
102565667,3.7002763040568155e-17
102565669,7.904246879728908e-18
102565673,-2.8676764864248734e-19
102565692,3.590112128852303e-14
102565716,-1.2288589905032074e-20
102565718,-1.9246787447368066e-19
102565832,3.5751272560121182e-19
102565834,4.326451707679839e-20
102565836,9.691924314507096e-20
102565839,-2.0282035889080876e-18
102565851,-6.52199066148703e-19
102565855,-2.0218434906910659e-19
102565860,6.1341430526390785e-19
102565863,-9.010267995441392e-20
102565867,2.1021239344245677e-19
102565874,2.382183821085914e-13
102565915,2.4810280196517387e-19
102565917,2.322501868171427e-20
102565918,-3.7766910715999063e-19
102565919,-5.109229766537674e-19
102565920,5.597919567303386e-20
102565921,1.7299926779878233e-19
102565923,-1.9894866242082325e-19
102565925,-5.271183940922045e-19
102565927,1.247113226191664e-19
102565928,-9.934505761356417e-19
102565931,-2.558430853424536e-18
102565935,-6.47741694726553e-20
102565939,2.2177683116983816e-19
102565941,-7.043121726580585e-20
102565943,-1.9712802917658247e-19
102565945,-1.2409906998569305e-19
102565947,8.570972239260125e-20
102565948,6.549935973002782e-20
102565950,-1.9257839942632976e-19
102565952,3.3410566578048152e-21
102565972,-9.224728950327398e-20
102565974,-4.173385607165978e-19
102565976,3.478624605498865e-19
102565978,-2.3596809943424415e-19
102565984,-6.061591231688305e-20
102565986,3.626946236718127e-19
102566036,-1.8987430172166725e-19
102566038,-3.436810724085941e-19
102566062,-4.3299852197077874e-19
102566064,-1.6158929530260627e-19
102566067,2.1198957306966642e-19
102566070,-6.193254076640194e-19
102566105,-1.180732024302581e-20
102566126,-4.7378538117628936e-20
102566129,-3.2700009847580946e-19
102566131,-3.7110893874771397e-19
102566153,2.0265826277602103e-18
102566156,8.407278705525143e-19
102566159,9.35292482214154e-19
102566160,3.3282475803937047e-18
102566161,9.16645144419238e-18
102566164,3.2291502909780975e-17
102566166,1.0885854644225063e-16
102566179,5.773609715546679e-19
102566184,5.486137830810868e-20
102566197,-1.4064930564622182e-19
102566261,-5.36551686728065e-19
102566278,-1.2166957009614778e-19
102566280,-4.459546015812892e-19
102566300,6.107486021864451e-18
102566302,2.4096266372718012e-18
102566366,3.476494433327648e-15
102566367,4.301707313115461e-17
102566369,8.6772512822335e-17
102566370,1.0775307464784353e-17
102566374,1.8562291696098158e-17
102566410,-4.126720325197802e-19
102566414,-6.151986681752022e-19
102566426,1.248205903804807e-14
102566442,-9.064076388732241e-20
102566454,2.7040394312190933e-19
102566511,-4.916535131802346e-19
102566514,-7.089227934580953e-19
102566516,-1.9926918085570845e-19
102566526,9.206329281960326e-20
102566529,3.0754778797662496e-19
102566531,-5.904276712646133e-20
102566722,-2.326045748415932e-19
102566725,-3.649421244543998e-19
102566731,-5.284785098171091e-19
102566750,1.466174305089891e-16
102566767,1.8362622316378447e-17
102566772,1.9030883487767428e-18
102566854,-5.536657128608359e-19
102566926,-2.1775929835658855e-19
102566934,-4.258867770557505e-19
102566947,-1.1417870195227466e-19
102566970,2.304190631730168e-19
102566983,1.7130460613977482e-19
102566999,4.2202285188721865e-19
102567011,2.22750722146039e-19
102567019,-1.706732932202934e-19
102567022,-4.803677578441795e-20
102567031,-4.04561398514817e-19
102567038,5.716899494545311e-19
102567102,-8.206960106488456e-18
102567118,-5.000431421210929e-18
102567164,3.4141741528844344e-19
102567165,5.192874124336481e-19
102567171,6.727918561604152e-19
102567213,-5.812137036162246e-19
102567218,-5.668450082506641e-19
102567221,1.2212196361672021e-20
102567224,3.9459274091579004e-19
102567226,-4.333811957087539e-19
102567231,1.085894344572766e-19
102567241,1.2648321085433226e-19
102567245,1.6668643699739598e-19
102567250,5.773352692612383e-19
102567253,3.2970852340537687e-19
102567322,3.6970613403697953e-19
102567325,-4.84821672226969e-19
102567327,-4.64363830704658e-19
102567334,-7.93711717483494e-20
102567350,-3.1193310432946187e-19
102567352,1.5124796063560154e-19
102567358,-2.7769459636588983e-19
102567431,2.5990938693340977e-19
102567439,1.2070261842386374e-18
102567452,-7.730183698048445e-18
102567458,-6.20082819323049e-18
102567487,-3.1715272224285763e-18
102567514,-7.300612406629183e-18
102567526,1.1497238793514139e-17
102567528,1.7429109285318774e-17
102567541,1.194597621110868e-16
102567546,3.171337070084114e-17
102567551,-1.860262589463237e-17
102567553,-2.248543162292819e-17
102567564,-2.1347852538662905e-17
102567566,-1.2190059730992161e-17
102567567,-6.1316675883879825e-18
102567570,-2.9649156268527768e-18
102567584,-2.8769052034919777e-19
102567587,-1.1222444269504681e-20
102567639,4.13092931878024e-19
102567685,-2.098113281515926e-19
102567687,3.4077370645284363e-19
102567707,2.831662213807193e-19
102567709,-4.306966145997443e-19
102567720,8.075889642986136e-19
102567732,-7.147027794117946e-19
102567742,1.0986688761598772e-19
102567775,-2.7976383108429352e-18
102567832,3.8940187293451556e-19
102567834,3.935116432577452e-19
102567836,2.0309829777042099e-19
102567837,6.904046495045471e-20
102567839,-1.9827301751928847e-19
102567840,-3.816627809331227e-19
102567843,-2.2600599673099233e-19
102567845,4.717121771012142e-19
102567848,4.946885434115639e-20
102567849,-9.542803611788763e-21
102567850,-1.0775412229974064e-19
102567856,-1.9459294994509568e-19
102567858,-7.884811973998254e-20
102567864,-3.155313066229861e-19
102567866,3.339700488687163e-19
102567869,4.459996338808906e-17
102567871,3.966300001444224e-18
102567881,2.0286430998637543e-19
102567883,9.336422613452758e-20
102567887,5.6410852443681254e-18
102567891,5.2052110475226115e-19
102567924,-5.334458275083041e-19
102568128,-2.0082350244264124e-19
102568130,3.8899011942642785e-19
102568152,-3.117433413762806e-19
102568199,-5.083959649978582e-19
102568206,-5.448293515094831e-19
102568216,2.512736589688476e-19
102568218,3.4563261141060757e-19
102568222,-1.1657718658977655e-21
102568230,4.258012746061416e-16
102568233,7.773215898593717e-19
102568243,-4.665053166357899e-19
102568280,6.328736806987158e-19
102568282,-3.7348323236924705e-19
102568284,2.744256560785731e-19
102568286,4.0441193194266336e-19
102568288,8.692554274475581e-17
102568292,9.989320497763724e-18
102568305,-2.068639525623647e-19
102568431,1.4026026473901134e-17
102568444,3.4789437721796316e-18
102568451,5.266145166683535e-19
102568476,1.5262997979621914e-16
102568486,7.401205697658502e-16
102568539,3.36547449022554e-19
102568543,-3.71029007581095e-20
102568545,3.032010112631954e-19
102568547,-3.313189470997089e-20
102568549,4.39903434101564e-19
102568555,6.982560389192927e-18
102568561,-7.212242484248572e-19
102568570,7.458132071882418e-20
102568574,-5.243972506418013e-19
102568577,-1.9798272431266937e-19
102568608,3.5952990956733737e-19
102568610,-7.353770792919262e-20
102568614,-4.266964284051072e-19
102568618,4.756877771980756e-19
102568620,-2.8180223869034404e-19
102568781,8.707740816587425e-19
102568822,-6.941989210472397e-19
102568823,-3.4376165954058573e-19
102568831,-2.966291796272933e-19
102568839,-4.114217238892377e-19
102568870,2.405185131055316e-19
102568871,4.728037052468915e-19
102568876,-1.1299153226678197e-19
102568878,-2.9743950095423625e-19
102568883,-5.383593657502628e-19
102568914,1.321436394901736e-19
