osmid,y,x,street_count,highway,ref,geometry
182853550,38.972185,-76.1915013,3,,,POINT (1542190.4490356436 476468.37317585305)
182853562,38.972633,-76.195688,1,,,POINT (1540998.7618709207 476621.01569314214)
182853597,38.9831554,-76.2792873,3,,,POINT (1517201.8607676288 480254.6764165751)
182853601,38.9829364,-76.2790392,1,,,POINT (1517273.0134730672 480175.4749886521)
182853657,39.194296,-75.960441,1,,,POINT (1606957.273688359 558023.7108217425)
182853671,38.8856325,-76.3411468,3,,,POINT (1499874.4992468623 444604.79028118367)
182853695,38.8918404,-76.3449541,3,,,POINT (1498774.5584956657 446857.8378332507)
182853705,38.8813617,-76.3360264,3,,,POINT (1501343.2928542746 443059.9760925482)
182853718,38.8831876,-76.3359285,3,,,POINT (1501366.3236126741 443725.14958189806)
182853734,38.8855584,-76.3362061,3,,,POINT (1501281.025985101 444587.99199855945)
182853768,38.8393628,-76.3717959,3,,,POINT (1491266.4284278674 427692.43272251415)
182853779,38.8442565,-76.3717825,3,,,POINT (1491257.9803115341 429474.67842854746)
182853788,38.8484563,-76.3709958,3,,,POINT (1491471.4996536425 431005.732778045)
182853890,38.8784605,-76.3502878,3,,,POINT (1497291.1755965431 441974.1827663331)
182853905,38.8849164,-76.3499498,3,,,POINT (1497370.6518639403 444326.0310990032)
182853914,38.8869886,-76.3494784,3,,,POINT (1497499.4556838518 445081.65850293246)
182853983,39.2396123,-75.9283362,3,,,POINT (1615861.9860905726 574633.116879375)
182853987,39.2415716,-75.9249923,3,,,POINT (1616800.6339068885 575357.8336870128)
182854064,39.1574735,-76.0262051,1,,,POINT (1588462.7407217494 544407.4151662089)
182854149,39.1442426,-75.8408819,3,,,POINT (1641071.482155551 540202.76508099)
182854185,39.1966412,-75.8094781,1,,,POINT (1649728.5357675387 559400.4028188866)
182854204,38.98246,-76.280489,3,,,POINT (1516862.271893111 479998.7218933751)
182854228,39.1219737,-75.9069398,3,,,POINT (1622434.8331644812 531861.5340637402)
182854253,39.1357937,-75.918117,3,,,POINT (1619204.3622875658 536856.8795266685)
182854264,38.9628365,-76.089771,1,,,POINT (1571145.4571087353 473336.0490639682)
182854374,39.1382271,-75.9812275,1,,,POINT (1601294.2767544407 537537.149832206)
182854375,39.1389708,-75.9823466,4,,,POINT (1600973.853628614 537804.4611272077)
182854390,39.1403469,-75.9843891,3,,,POINT (1600388.9816451755 538299.1783094866)
182854400,38.9166609,-76.3637104,3,,,POINT (1493373.1803973347 455859.4617806154)
182854455,38.9127662,-76.3644568,1,,,POINT (1493170.6906278767 454439.56824506173)
182854500,39.2526604,-75.8717976,3,,,POINT (1631815.9232856883 579578.1820974887)
182854570,39.2509412,-75.8713167,3,,,POINT (1631959.838441327 578953.7315879458)
182854609,38.965991,-76.2249292,3,,,POINT (1532706.2698133558 474130.1496659955)
182854629,38.9680593,-76.2234342,1,,,POINT (1533124.9182004977 474887.01662215503)
182854638,38.9049844,-76.1738877,1,,,POINT (1547419.3453790597 452039.65890396613)
182854643,38.9058071,-76.1761146,3,,,POINT (1546782.9532742423 452333.54633211554)
182854730,38.8393607,-76.3731987,1,,,POINT (1490866.8779587443 427688.92141428526)
182854740,38.9734467,-76.3260318,3,,,POINT (1503940.7456452663 476617.32279782224)
182854781,38.9417012,-76.2873502,1,turning_circle,,POINT (1515027.8286247074 465139.3982575901)
182854847,38.9163997,-76.2040256,1,,,POINT (1538807.0252315158 456120.75157894054)
182854889,38.8985055,-76.3428495,1,,,POINT (1499356.0902401004 449289.4989320598)
182854930,39.2406459,-75.9173122,1,,,POINT (1618979.710385275 575046.3982738102)
182854954,38.986117,-76.2861779,3,,,POINT (1515234.762729994 481317.88212558586)
182854959,38.9863636,-76.2859801,3,,,POINT (1515290.282901842 481408.1319691953)
182855005,38.9888651,-76.1551703,3,,,POINT (1552462.8585507255 482636.61116111785)
182855008,38.9900011,-76.1570157,3,,,POINT (1551934.528448054 483045.48150359694)
182855050,39.202561,-75.92798,1,,,POINT (1616121.3391463733 561140.2071079453)
182855056,38.9647372,-76.3348831,3,traffic_signals,,POINT (1501447.5075901526 473426.9205610902)
182855094,38.8813628,-76.3617985,1,turning_circle,,POINT (1494007.0241289027 443008.0522904257)
182855102,38.994226,-76.315352,1,turning_circle,,POINT (1506920.1615852395 484207.6198192523)
182855141,39.0372352,-76.3023011,3,,,POINT (1510509.6151818375 499899.4988681293)
182855147,39.0389498,-76.302576,1,,,POINT (1510426.7628326563 500523.356384154)
182855155,39.2054759,-76.05588,4,,,POINT (1579867.6321164207 561801.5936260669)
182855156,39.2058705,-76.0557188,3,,,POINT (1579911.822831624 561945.7811295362)
182855177,39.192634,-75.8228788,1,,,POINT (1645949.8005441783 557891.761642598)
182855209,39.2139106,-76.0287096,3,,,POINT (1587533.8898574822 564954.314269685)
182855284,39.205935,-76.057549,1,,,POINT (1579392.9809554454 561963.9129865924)
182855294,39.2049365,-76.0526433,3,,,POINT (1580786.8162156933 561614.6437191591)
182855308,39.2345359,-75.9611153,3,,,POINT (1606599.3883770627 572676.9532186879)
182855322,39.236041,-75.956686,3,,,POINT (1607847.673783659 573239.4233474258)
182855382,38.9825591,-76.2802784,3,,,POINT (1516921.8512952628 480035.2853448035)
182855415,38.9955673,-76.0842886,3,,,POINT (1572584.6787715424 485271.7354920776)
182855513,39.1046435,-75.9693724,1,,,POINT (1604794.755059753 525343.9921298475)
182855555,39.0272298,-75.8945285,3,,,POINT (1626373.5992482905 497399.61278825416)
182855561,39.0294178,-75.8883821,4,,,POINT (1628109.8641298227 498217.64366936573)
182855564,39.0299411,-75.8863609,1,turning_circle,,POINT (1628681.6704845438 498415.2174674815)
182855604,39.0020869,-76.3030498,4,,,POINT (1510394.6883765322 487096.97896408936)
182855689,39.182553,-75.796776,1,,,POINT (1653395.7407857848 554316.8084670621)
182855738,38.9766675,-76.2812891,3,,,POINT (1516651.4490219224 477887.34247415554)
182855801,38.8476699,-76.3649763,1,,,POINT (1493187.7908235197 430731.20506278065)
182855823,38.9329716,-76.360157,3,,,POINT (1494342.553443633 461806.74557605654)
182855839,38.9635549,-76.21791,1,,,POINT (1534709.5591882009 473259.9680251278)
182855855,38.9078129,-76.3649831,4,,,POINT (1493033.4889166432 452634.58086342434)
182855958,39.0094118,-76.0427105,3,,,POINT (1584348.129205096 490434.93212321424)
182855968,39.238713,-75.983396,1,,,POINT (1600271.6725600958 574127.2205996424)
182855982,39.1454554,-75.8702654,3,,,POINT (1632732.9909879907 540539.9837346459)
182856112,38.9063744,-76.1821333,3,,,POINT (1545068.4364366122 452524.747352382)
182856175,38.9144332,-76.1777501,3,,,POINT (1546289.263081563 455470.84311162255)
182856198,39.0480481,-76.0623807,3,,,POINT (1578614.5065073161 504447.8319199199)
182856203,39.0495063,-76.0597392,3,,,POINT (1579359.1866044141 504986.61013225885)
182856209,39.0497136,-76.0587593,3,,,POINT (1579636.6807079455 505064.9745582007)
182856266,39.0737313,-76.0456906,3,,,POINT (1583256.4810707334 513850.53275889176)
182856323,39.1072413,-76.0277356,3,,,POINT (1588223.619773449 526108.411210307)
182856348,39.1175472,-76.0187292,3,,,POINT (1590738.830561084 529889.103517689)
182856462,39.195233,-76.0325101,3,,,POINT (1586529.2139193632 558140.4361969499)
182856468,39.1994576,-76.0412401,3,,,POINT (1584038.9855604048 559652.9447909865)
182856471,39.2050312,-76.0528705,3,,,POINT (1580722.0789141709 561648.4658082571)
182856504,39.1387444,-75.9826384,3,,,POINT (1600892.0119360397 537721.0849199092)
182856523,39.0405179,-76.0647824,1,turning_circle,,POINT (1577960.5521688035 501698.41046543524)
182856527,39.039724,-76.0651931,1,turning_circle,,POINT (1577846.8673833488 501408.0853674039)
182856536,38.9640693,-76.2163514,3,,,POINT (1535151.1047417899 473451.1076716547)
182856544,38.9652192,-76.2214315,5,,,POINT (1533703.1280572051 473857.5303742676)
182856557,39.074888,-76.049617,1,,,POINT (1582137.4549540717 514260.1650745994)
182856646,39.0642115,-76.1195896,3,,,POINT (1562311.1279655185 510172.6520872867)
182856728,38.9809134,-76.3080923,3,,,POINT (1509020.1752943066 479374.8018466747)
182856733,38.9811428,-76.3111608,3,,,POINT (1508147.28947787 479451.7513750408)
182856742,38.982322,-76.3134117,3,,,POINT (1507504.217899968 479876.38882286864)
182856751,38.9464533,-76.2833685,1,,,POINT (1516146.7055618295 466878.93336534384)
182856784,39.0462219,-76.1194898,4,,,POINT (1562402.6587590873 503621.23454897484)
182856839,39.0439622,-76.1221745,1,turning_circle,,POINT (1561648.1296781725 502790.9256811681)
182856882,38.9624717,-76.2273977,1,,,POINT (1532015.2769102273 472842.50594353705)
182856896,39.1382103,-75.9819073,1,,,POINT (1601101.5373875995 537528.8802757007)
182856907,38.907628,-76.1925108,3,,,POINT (1542111.424375281 452955.0006949749)
182856972,38.9098476,-76.1881944,1,turning_circle,,POINT (1543332.4694927998 453774.23908626253)
182856988,38.9457304,-76.3522129,3,,,POINT (1496569.307090876 466469.3381330082)
182856995,39.0515235,-76.0740935,3,,,POINT (1575275.3895144134 505679.5896043324)
182856998,39.0509869,-76.0732702,1,,,POINT (1575511.1684093357 505486.5370913608)
182857118,39.0453245,-76.0167733,3,,,POINT (1591577.0411441799 503592.19632748753)
182857120,39.0466767,-76.0090733,3,,,POINT (1593758.4624200622 504108.29706842604)
182857122,39.0468627,-76.0079834,4,traffic_signals,,POINT (1594067.2471757291 504179.39782250917)
182857130,39.045925,-75.998464,3,,,POINT (1596774.4012248772 503867.41868991865)
182857159,39.0417542,-75.9693347,4,,,POINT (1605064.048889522 502440.55344689585)
182857266,39.1538363,-75.9158589,1,,,POINT (1619766.790035887 543435.4548755634)
182857309,38.9806271,-76.2736314,4,,,POINT (1518816.8850958867 479346.6301129946)
182857345,38.9709627,-76.0509398,1,turning_circle,,POINT (1582155.4347805337 476407.9163259237)
182857373,38.9889438,-76.1398606,3,,,POINT (1556813.9906885969 482705.90884192445)
182857405,38.9800944,-76.3195331,1,,,POINT (1505770.222402901 479052.0807994203)
182857424,38.8629989,-76.3381011,1,turning_circle,,POINT (1500801.2001826197 436368.18719035195)
182857467,39.0731756,-76.137318,1,,,POINT (1557246.756984356 513389.2757412374)
182857493,38.9073726,-76.2022021,1,turning_circle,,POINT (1539354.5713222197 452837.7407492093)
182857507,38.9833351,-76.3101456,3,,,POINT (1508429.8368452983 480252.353220535)
182857510,38.9841464,-76.3113598,3,,,POINT (1508082.4696990033 480545.2180787348)
182857577,39.171865,-75.9054434,1,,,POINT (1622641.4711520968 550036.6355426759)
182857586,38.8921986,-76.1814765,1,,,POINT (1545301.6230546827 447363.8223939825)
182857948,39.0320749,-75.8895018,3,,,POINT (1627780.0361013114 499181.4384868608)
182858026,39.1563765,-75.9741555,3,,,POINT (1603225.7835606497 544169.5382964367)
182858036,39.1566129,-75.9766498,1,,,POINT (1602517.5561384487 544247.6958488475)
182858205,38.882722,-76.3430873,3,,,POINT (1499329.7790412407 443540.83967616374)
182858244,38.9878307,-76.1603543,3,,,POINT (1550992.8987239564 482246.29919674346)
182858268,39.2094958,-76.0307096,3,,,POINT (1586984.3154150816 563340.4037596453)
182858311,39.2476251,-75.8637921,3,,,POINT (1634105.6131939765 577772.4411389198)
182858321,39.1891442,-76.063086,1,turning_circle,,POINT (1577886.8003994746 555832.4880593282)
182858392,39.0942269,-76.1032984,1,,,POINT (1566829.2029840513 521149.12280801043)
182858415,39.048026,-76.1195604,1,turning_circle,,POINT (1562376.2716180345 504278.0810026493)
182858440,39.0500805,-76.1512003,1,,,POINT (1553383.937051098 504941.21202340635)
182858494,38.9726223,-76.2052108,3,,,POINT (1538291.5454058268 476593.4068576189)
182858601,39.0523833,-76.0733986,3,,,POINT (1575469.5438644828 505994.72345206793)
182858770,39.0028102,-76.3014767,3,,,POINT (1510839.7107663278 487363.8183045122)
182858801,38.9619343,-76.2216214,1,,,POINT (1533659.3361887722 472660.7426754022)
182858825,39.0614732,-76.0764123,1,turning_circle,,POINT (1574580.2509101215 509296.5167584478)
182858930,39.2057763,-76.052354,3,,,POINT (1580865.617176286 561921.3532823657)
182858956,38.9026657,-76.3633751,3,,,POINT (1493504.1247169473 450763.2079550167)
182858986,38.8988185,-76.3647772,1,,,POINT (1493114.87235303 449359.3168381601)
182859099,38.9586117,-76.0933808,3,,,POINT (1570134.3732343793 471787.226768661)
182859199,38.9100725,-76.2049397,1,,,POINT (1538567.0183923014 453814.20884340175)
182859205,38.8897247,-76.1878247,1,,,POINT (1543502.8657399805 446446.7305724462)
182859275,39.221685,-75.884116,1,,,POINT (1628465.7045695123 568254.071398519)
182859333,39.1014987,-75.9539048,3,,,POINT (1609196.9243033465 524248.61157012486)
182859404,39.2410718,-75.8047043,1,,,POINT (1650869.4722457093 575599.4380038938)
182859479,39.2424133,-75.9023717,1,,,POINT (1623203.3119281302 575740.6199532321)
182859507,38.9955595,-76.0849209,3,,,POINT (1572405.0097728726 485267.09286000486)
182859551,38.9682063,-76.3436264,3,,,POINT (1498952.4724366616 474672.3520460673)
182859563,38.9320359,-76.0219568,4,,,POINT (1590546.9915192463 462318.47519151424)
182859628,39.068603,-76.139142,3,,,POINT (1556744.648787515 511719.06799142045)
182859647,38.957845,-76.1105111,1,,,POINT (1565266.1872034865 471460.08664726076)
182859652,38.9623149,-76.2047997,4,,,POINT (1538441.117615111 472840.57719465106)
182859701,39.0978144,-75.9548744,1,,,POINT (1608937.1435175806 522903.6744124332)
182859712,38.9945014,-76.3065334,1,turning_circle,,POINT (1509425.7170916174 484326.8373911239)
182859780,38.9508046,-76.3491739,3,,,POINT (1497420.4310939363 468323.4725407199)
182859859,38.9904306,-76.1615781,1,,,POINT (1550636.3619794722 483189.9587002619)
182859939,38.9690863,-76.1847142,3,,,POINT (1544130.0520450245 475357.02146990394)
182859995,38.9686108,-76.1856766,4,,,POINT (1543857.9815501047 475181.40736714995)
182859997,38.9681246,-76.1866264,3,,,POINT (1543589.5243924914 475001.9312293831)
182860086,38.9999377,-76.0930313,4,,,POINT (1570084.2187606953 486838.5760484783)
182860178,38.91719,-76.163645,1,,,POINT (1550293.2869707528 456511.2855771352)
182860231,38.9608426,-76.0157881,1,turning_circle,,POINT (1592188.5556354185 472828.17878116533)
182860259,39.0991423,-75.9548144,1,,,POINT (1608948.6333939587 523387.4772474772)
182860386,38.8815382,-76.3369591,3,,,POINT (1501077.3245823632 443122.325504481)
182860394,38.8831762,-76.337271,4,,,POINT (1500984.2088976046 443718.2207233648)
182860470,38.9319499,-76.1677099,1,turning_circle,,POINT (1549087.766659538 461876.0529868113)
182860477,39.2181762,-76.023794,3,,,POINT (1588909.981599734 566522.7192572309)
182860482,39.219253,-76.02252,1,,,POINT (1589266.714635252 566918.7567647347)
182860502,38.9650643,-76.2156301,3,,,POINT (1535353.0754766806 473815.2378025871)
182860508,38.9658928,-76.215246,3,,,POINT (1535459.6897027239 474117.9076214865)
182860538,39.1367906,-75.7655798,3,,,POINT (1662463.3522093229 537768.8398466964)
182860649,38.8877186,-76.1188537,1,,,POINT (1563140.5024108987 445898.21682808886)
182860667,38.8913915,-76.130286,3,,,POINT (1559873.805757719 447204.6137956464)
182860677,39.091594,-75.9465767,1,,,POINT (1611318.042012698 520665.3382148881)
182860697,38.9536243,-76.179837,1,turning_circle,,POINT (1545567.257263218 469738.3639354614)
182860750,39.0627253,-76.0096501,3,,,POINT (1593531.24766763 509951.23842164315)
182860818,39.0001095,-76.1464134,1,,,POINT (1554913.4989590002 486754.8569722665)
182860867,38.9085418,-76.3516027,3,,,POINT (1496839.0484730755 452926.8035707552)
182860883,38.8810537,-76.3344208,1,,,POINT (1501801.1590438476 442951.134580521)
182860967,38.9324629,-76.354069,3,,,POINT (1496075.6173013542 461633.6770059282)
182860980,38.9344085,-76.3543785,3,,,POINT (1495982.5670189739 462341.62588975386)
182861029,38.9535121,-76.3475498,3,,,POINT (1497875.2486428278 469312.8219660534)
182861089,38.9693783,-76.3306318,3,,,POINT (1502643.8698032054 475126.0144062461)
182861111,38.9751952,-76.3236641,5,,,POINT (1504609.144251075 477259.09411738394)
182861141,38.9776898,-76.3220897,3,,,POINT (1505049.9746555844 478170.93236061133)
182861164,38.9706973,-76.3328761,3,,,POINT (1502002.2874939276 475601.7152280229)
182861195,39.2127124,-76.0318409,3,,,POINT (1586651.3465787903 564508.5004389097)
182861198,39.2129152,-76.0308908,1,,,POINT (1586919.7528971448 564585.2174167869)
182861210,39.0075713,-76.0195515,1,,,POINT (1590935.7172269388 489834.4906757164)
182861325,39.0176365,-76.1194438,1,,,POINT (1562516.1441939487 493210.8049419194)
182861369,39.082307,-76.0919738,1,,,POINT (1570086.344327453 516839.72547392594)
182861376,38.9674659,-75.9445703,3,,,POINT (1612410.1398012945 475466.46818621474)
182861378,38.966722,-75.9446008,3,,,POINT (1612404.6007246582 475195.4551643068)
182861517,38.9671379,-75.943951,3,,,POINT (1612587.5911219092 475349.05378141464)
182861585,38.9230051,-76.342039,1,,,POINT (1499522.4411862027 458213.66913807066)
182861598,39.0035431,-76.2964402,3,,,POINT (1512268.8937076167 487641.7282458884)
182861608,39.0057481,-76.2950581,3,,,POINT (1512655.4444644721 488447.808842862)
182861646,38.9790883,-76.319808,1,,,POINT (1505694.8082566967 478685.0826757351)
182861702,39.006997,-76.3115627,3,,,POINT (1507962.0351398683 488866.8598851305)
182861710,39.0249485,-76.3111846,3,,,POINT (1508020.1427686773 495405.5468764254)
182861716,39.0306817,-76.3110612,3,,,POINT (1508039.4407575605 497493.8290856397)
182861722,39.0320995,-76.3110397,3,,,POINT (1508041.6510416903 498010.23493443994)
182861778,39.0373977,-76.3036207,4,,,POINT (1510134.3493945738 499955.81909936207)
182861853,38.9609198,-76.2025645,1,,,POINT (1539081.0963667717 472338.0410409043)
182861857,38.954657,-76.1844711,3,,,POINT (1544246.1133285111 470102.65456489514)
182861879,38.9557211,-76.1835777,1,,,POINT (1544496.6970441374 470492.4577980352)
182861930,38.9316034,-76.2639093,1,turning_circle,,POINT (1521724.4675390886 461514.7902251305)
182861971,39.102742,-76.022837,1,,,POINT (1589631.1337655948 524484.6367804788)
182861986,39.1980486,-75.8155294,1,,,POINT (1648007.0394625035 559890.6589540017)
182862180,39.2384774,-75.9616526,3,,,POINT (1606430.875381128 574110.7294391071)
182862184,39.2392452,-75.9611188,3,,,POINT (1606578.877570634 574392.0851234135)
182862193,39.2398324,-75.9606079,3,,,POINT (1606721.139738727 574607.5926762522)
182862234,38.9241931,-76.2995964,1,turning_circle,,POINT (1511593.720793437 458736.1621997944)
182862258,38.9724637,-76.2535227,3,,,POINT (1524557.31945439 476419.69897181465)
182862271,38.9744002,-76.2483893,1,,,POINT (1526010.9046331625 477136.930646768)
182862348,39.1464724,-75.8770399,3,,,POINT (1630807.245765651 540886.6601364545)
182862367,39.1445055,-75.8641734,3,,,POINT (1634464.9318184278 540215.4787472183)
182862459,39.1345978,-75.7754041,3,,,POINT (1659687.681101419 536932.7259813887)
182862476,39.1365661,-75.7662812,3,,,POINT (1662265.5251048924 537684.3911433797)
182862808,38.9355962,-76.1665719,1,turning_circle,,POINT (1549399.350155566 463206.9370925277)
182862823,38.9384312,-76.1671586,4,,,POINT (1549223.0506133141 464237.88151729206)
182862834,38.9401465,-76.1656017,3,,,POINT (1549660.164944663 464866.61388013494)
182862840,39.2343578,-75.9254187,1,,,POINT (1616710.801058388 572729.1322700727)
182862904,39.0260091,-76.3055965,1,,,POINT (1509604.7024572946 495803.84168900194)
182862931,39.02097,-76.152317,3,,,POINT (1553165.2640533678 494336.42826354783)
182862939,39.0270848,-76.1453429,3,,,POINT (1555125.7361890627 496581.8619657846)
182863128,39.0483086,-76.1375867,4,,,POINT (1557256.0355598214 504332.13295241306)
182863430,38.9820409,-76.2856576,3,,,POINT (1515394.2692070862 479834.55005448306)
182863461,38.983293,-76.2876277,3,,,POINT (1514830.6977076542 480286.1804240802)
182863495,38.9470871,-76.2921801,1,,,POINT (1513638.913317235 467090.2056163009)
182863676,38.9571144,-76.195903,3,,,POINT (1540987.4223346647 470968.77284077194)
182863816,39.2402013,-75.9833144,1,,,POINT (1600288.7465380125 574669.5238213862)
182863827,38.954766,-76.1895512,1,,,POINT (1542801.169588693 470129.48565214354)
182863834,38.9574292,-76.0093248,3,,,POINT (1594039.7741540032 471604.9611750391)
182863852,39.2186549,-75.7850541,3,,,POINT (1656543.2007985685 567508.8065990973)
182864015,39.2541465,-75.8684844,1,turning_circle,,POINT (1632747.3913455626 580131.0330142246)
182864161,39.0562241,-76.1420988,1,,,POINT (1555947.5620021105 507202.83544448274)
182864173,38.9866865,-76.2866638,3,,,POINT (1515095.029851972 481524.2108059834)
182864295,38.9220171,-75.9700973,1,,,POINT (1605339.4401583395 458832.0930534433)
182864314,38.93798,-76.163756,1,turning_circle,,POINT (1550192.3468598695 464082.40837730234)
182864330,38.9417653,-76.1680442,1,turning_circle,,POINT (1548960.0959309218 465449.81821598415)
182864439,39.186756,-76.05955,1,,,POINT (1578897.9468428406 554973.0043601784)
182864504,39.0041736,-76.2964604,1,turning_circle,,POINT (1512261.3837640642 487871.30913110595)
182864521,38.9728121,-76.265931,1,turning_circle,,POINT (1521028.698129892 476517.9770289969)
182864626,38.956299,-76.2013602,1,,,POINT (1539438.2475935568 470658.1909842216)
182864786,38.8716343,-76.3389688,1,turning_circle,,POINT (1500531.3650718261 439511.2983006882)
182864812,39.2018862,-75.8470379,3,,,POINT (1639060.515294503 561173.9733399038)
182865006,38.9966373,-76.0792708,3,,,POINT (1574006.7893349486 485675.75976565364)
182865106,39.0077189,-76.1124349,4,,,POINT (1564542.5570845185 489618.2032575942)
182865131,38.9545589,-76.2004239,3,,,POINT (1539710.0414615034 470026.79715818184)
182865175,39.2402538,-75.8914516,1,turning_circle,,POINT (1626305.4932982274 574991.5003986325)
182865183,38.9690426,-76.2762707,1,,,POINT (1518100.0822561823 475121.6835260563)
182865241,39.2169578,-76.03036,1,turning_circle,,POINT (1587054.5040049476 566059.1464806655)
182865271,39.1107649,-76.102298,1,,,POINT (1567053.889166345 527174.9966987029)
182865307,38.9113544,-76.1487618,3,,,POINT (1554547.5442658784 454425.1951284872)
182865318,38.90921,-76.141758,1,turning_circle,,POINT (1556547.7081135097 453662.8998623357)
182865364,38.9175516,-76.1208198,1,,,POINT (1562476.2575102176 456757.463116851)
182865466,39.0506685,-76.0749415,1,,,POINT (1575037.7358742985 505365.7647722364)
182865470,39.0518669,-76.0737354,3,,,POINT (1575375.8112338928 505805.68448993936)
182865498,39.2079227,-76.041937,1,,,POINT (1583809.1397411942 562733.8912604215)
182865503,39.2402593,-75.9698438,1,turning_circle,,POINT (1604103.611227089 574733.4198772172)
182865662,39.2140483,-76.0284337,3,,,POINT (1587611.5250908 565005.297017719)
182865673,39.207033,-76.053126,1,,,POINT (1580642.118119296 562376.7789100513)
182865737,38.9187332,-76.1462864,3,,,POINT (1555226.749470388 457119.01195034484)
182865783,38.9950406,-76.0784931,1,,,POINT (1574233.675606392 485096.49265951826)
182865951,39.222453,-75.7854,1,,,POINT (1656426.8036353246 568890.7443929442)
182865963,39.0227153,-76.1587512,3,,,POINT (1551331.4674130357 494955.14279561385)
182865974,39.023695,-76.161756,1,,,POINT (1550474.5559306548 495304.08930628083)
182865996,39.0205108,-76.1643642,1,,,POINT (1549744.2166311634 494137.6350141561)
182866058,38.9665008,-76.2207234,3,,,POINT (1533900.4717300297 474325.9941436766)
182866064,38.9673662,-76.2199558,1,turning_circle,,POINT (1534116.0198877763 474643.0281631494)
182866084,39.1760549,-75.888357,1,,,POINT (1627466.6567629664 551621.1041966093)
182866110,38.8691263,-76.1960961,1,turning_circle,,POINT (1541214.7057465264 438924.2986998656)
182866124,38.9538012,-76.1847377,1,,,POINT (1544173.085720534 469790.3053924305)
182866144,39.1815942,-75.9072265,1,,,POINT (1622093.5677885332 553573.904764629)
182866169,39.189538,-75.9066863,1,,,POINT (1622212.035890258 556468.8365244443)
182866184,38.9672126,-76.1842041,4,,,POINT (1544281.1743076171 474675.93638355966)
182866214,38.975559,-76.196126,1,,,POINT (1540864.8583669944 477685.53805079777)
182866233,39.0358748,-76.3067857,1,,,POINT (1509239.5881470046 499394.33950631093)
182866299,38.8592332,-76.3395388,1,turning_circle,,POINT (1500401.7628062624 434993.80424983235)
182866377,38.9190899,-75.954131,3,,,POINT (1609893.840630459 457817.7200965411)
182866391,38.9194707,-75.9560111,3,,,POINT (1609357.371233884 457950.2756197065)
182866597,38.8977301,-76.1768819,1,,,POINT (1546591.135721847 449390.06220474595)
182866809,38.9865737,-76.1576487,1,,,POINT (1551766.1346902987 481795.597938561)
182866824,39.242409,-75.77447,1,,,POINT (1659425.482417288 576199.9781590037)
182866887,39.2040055,-75.8521806,1,,,POINT (1637593.547957357 561927.4464485557)
182866910,39.2432879,-75.9037303,1,,,POINT (1622814.7235246345 576054.5268264291)
182867030,38.9441478,-75.9859339,1,,,POINT (1600744.6105970244 466841.1783441552)
182867039,38.8762524,-76.3605566,1,turning_circle,,POINT (1494373.579599828 441149.3776251251)
182867049,38.9977101,-76.1303872,3,,,POINT (1559476.1496887524 485924.0072585283)
182867084,38.9795456,-76.2297713,1,turning_circle,,POINT (1531287.9192152293 479054.9579298956)
182867179,39.1340509,-75.9948085,1,,,POINT (1597459.1240489846 535973.4960187036)
182867307,38.8821489,-76.3350501,1,,,POINT (1501619.1170749995 443348.6876718548)
182867355,38.9462651,-76.1552989,1,,,POINT (1552569.8671033545 467121.8725498903)
182867463,38.9075991,-76.1900911,3,,,POINT (1542800.0446157593 452950.57536005805)
182867479,38.906868,-76.1867548,1,,,POINT (1543751.7625885718 452692.7600087341)
182867535,39.0559094,-76.0914259,3,,,POINT (1570337.553366946 507227.44365841505)
182867538,39.0588875,-76.1052871,3,,,POINT (1566390.9487207583 508273.1702329981)
182867740,38.9290078,-75.994914,1,,,POINT (1598251.390714525 461299.2611573304)
182867763,39.0430558,-76.0699535,1,,,POINT (1576482.4567055232 502607.6837740511)
182867772,39.2022737,-76.0390088,1,,,POINT (1584660.4979809758 560685.2262294133)
182867783,38.9152264,-76.3384489,1,turning_circle,,POINT (1500564.329134554 455388.1226671333)
182867791,39.2373046,-75.9805867,1,,,POINT (1601073.0595768315 573623.1482817413)
182868046,38.8994006,-76.1843858,3,,,POINT (1544450.1675085116 449979.263652261)
182868183,38.92282,-76.202044,1,turning_circle,,POINT (1539350.3831944335 458463.85782931326)
182868187,39.1999197,-75.8350044,1,,,POINT (1642479.5263606403 560501.0795937753)
182868308,39.193074,-75.758199,1,,,POINT (1664277.8575073297 558294.8717590475)
182868339,38.901385,-76.1767695,1,,,POINT (1546611.1199715782 450721.40634336515)
182868483,38.93243,-76.024943,3,,,POINT (1589696.0398072733 462452.91167044535)
182868500,38.9334081,-76.0302421,3,,,POINT (1588184.9448082815 462793.0600164889)
182868530,38.9359542,-76.0440029,3,,,POINT (1584261.070953666 463679.01488083974)
182868748,38.9569297,-76.0095544,1,,,POINT (1593976.461967077 471422.3442301708)
182868793,39.239449,-75.9589193,1,,,POINT (1607200.973985477 574473.4068226273)
182869081,38.9166322,-76.1585271,1,turning_circle,,POINT (1551751.2609870029 456321.5250132664)
182869193,38.927124,-75.996136,4,,,POINT (1597911.3260236557 460609.39655740495)
182869264,39.1508674,-75.9644234,1,,,POINT (1606008.0934009582 542194.3078489648)
182869379,39.0118997,-76.3196138,1,turning_circle,,POINT (1505660.9486067938 490635.2533499443)
182869402,38.947125,-76.2845232,1,,,POINT (1515816.393853889 467120.9843419624)
183355464,38.9393368,-76.0626294,4,traffic_signals,,POINT (1578950.4231651118 464855.953745829)
183357419,38.9392997,-76.0624574,4,traffic_signals,,POINT (1578999.482200117 464842.9449741729)
